listing_id,locality,bhk,sqft,bathrooms,furnishing,property_age_years,metro_distance_km,parking,gated_community,monthly_rent_inr
BLR-0338,HSR Layout,3,1415,3,Unfurnished,20,2.0,1,1,60497
BLR-0339,Jayanagar,3,1557,4,Semi Furnished,6,2.0,0,0,55550
BLR-0340,Indiranagar,3,1669,2,Fully Furnished,5,1.3,0,1,82792
BLR-0341,Jayanagar,1,951,1,Semi Furnished,9,1.6,0,0,34020
BLR-0342,Marathahalli,3,1727,3,Unfurnished,5,4.9,1,0,47353
BLR-0343,Yelahanka,1,964,1,Fully Furnished,8,3.2,1,1,30695
BLR-0344,Kengeri,2,1132,3,Semi Furnished,18,6.6,1,1,23227
BLR-0345,Electronic City,1,677,1,Fully Furnished,5,1.6,1,1,25042
BLR-0346,Whitefield,2,1043,2,Semi Furnished,17,4.1,1,1,30420
BLR-0347,Indiranagar,3,1601,2,Fully Furnished,12,5.2,1,1,73482
BLR-0348,Banashankari,1,763,1,Unfurnished,10,6.6,1,1,20599
BLR-0349,Electronic City,2,1058,3,Fully Furnished,19,2.4,1,1,34682
BLR-0350,Koramangala,4,1731,4,Unfurnished,13,3.8,1,0,65644
BLR-0351,Marathahalli,3,1629,3,Unfurnished,2,1.6,0,1,48995
BLR-0352,Banashankari,3,1526,4,Semi Furnished,16,1.9,0,1,49040
BLR-0353,Yelahanka,1,717,2,Unfurnished,18,6.7,0,0,15981
BLR-0354,Indiranagar,2,1115,2,Semi Furnished,6,0.2,1,1,58277
BLR-0355,Whitefield,2,1209,2,Unfurnished,16,7.7,1,1,32786
BLR-0356,Yelahanka,1,790,2,Semi Furnished,10,4.7,1,0,22508
BLR-0357,Indiranagar,2,1136,2,Fully Furnished,19,3.6,1,1,67016
BLR-0358,Marathahalli,2,1192,3,Semi Furnished,11,5.2,1,0,40367
BLR-0359,Indiranagar,2,1290,3,Semi Furnished,16,8.0,1,1,56741
BLR-0360,Kengeri,1,974,1,Fully Furnished,0,3.4,1,1,26542
BLR-0361,Marathahalli,3,1634,3,Semi Furnished,3,3.7,1,1,50371
BLR-0362,Electronic City,2,1239,3,Semi Furnished,20,3.2,1,0,32069
BLR-0363,Marathahalli,2,1176,1,Unfurnished,2,6.9,0,1,34218
BLR-0364,Electronic City,2,1221,1,Semi Furnished,14,0.2,1,1,36246
BLR-0365,Marathahalli,1,752,1,Unfurnished,3,0.2,0,1,28699
BLR-0366,Jayanagar,2,1088,1,Semi Furnished,16,4.7,1,1,37264
BLR-0367,Whitefield,1,680,1,Unfurnished,3,0.9,1,1,23105
BLR-0368,Electronic City,1,726,2,Semi Furnished,7,2.0,0,1,15444
BLR-0369,Whitefield,1,732,1,Unfurnished,19,4.3,1,0,21891
BLR-0370,Jayanagar,2,971,2,Semi Furnished,16,1.8,1,1,38215
BLR-0371,Sarjapur Road,3,1412,3,Unfurnished,10,2.9,0,1,40950
BLR-0372,Hebbal,3,1528,3,Semi Furnished,9,3.8,0,1,46601
BLR-0373,Whitefield,2,1089,3,Semi Furnished,7,4.2,0,0,33075
BLR-0374,Electronic City,1,825,1,Fully Furnished,13,0.7,1,1,24474
BLR-0375,Sarjapur Road,1,749,1,Semi Furnished,2,3.0,0,1,28522
BLR-0376,Whitefield,1,833,1,Semi Furnished,18,0.4,1,0,28511
BLR-0377,Marathahalli,2,1034,2,Semi Furnished,5,4.3,1,1,37056
BLR-0378,Jayanagar,2,1177,3,Unfurnished,19,4.8,1,1,40988
BLR-0379,Whitefield,2,1378,2,Semi Furnished,5,7.2,1,1,41757
BLR-0380,Kengeri,3,1635,2,Unfurnished,20,2.4,1,1,34441
BLR-0381,Indiranagar,3,1357,3,Semi Furnished,14,1.3,1,1,76223
BLR-0382,Yelahanka,1,729,2,Semi Furnished,9,2.1,1,1,24172
BLR-0383,Yelahanka,2,1200,2,Unfurnished,14,2.4,0,1,25826
BLR-0384,Whitefield,2,1185,2,Unfurnished,11,2.2,1,1,41253
BLR-0385,Kengeri,3,1616,4,Unfurnished,18,1.0,1,1,29276
BLR-0386,Indiranagar,1,644,1,Unfurnished,5,5.0,1,1,29923
BLR-0387,Koramangala,2,1009,2,Unfurnished,14,1.0,0,1,38170
BLR-0388,Electronic City,2,1218,1,Unfurnished,3,2.4,0,1,23217
BLR-0389,Hebbal,4,1854,5,Semi Furnished,17,4.5,1,0,61299
BLR-0390,Hebbal,1,803,1,Fully Furnished,6,4.9,1,1,37693
BLR-0391,Banashankari,3,1476,2,Unfurnished,10,2.5,1,0,37372
BLR-0392,Banashankari,4,1771,5,Fully Furnished,20,4.2,1,1,60497
BLR-0393,Marathahalli,3,1516,4,Fully Furnished,10,5.0,1,1,54453
BLR-0394,Sarjapur Road,3,1270,3,Unfurnished,1,3.2,0,1,40230
BLR-0395,Indiranagar,2,1046,3,Semi Furnished,16,5.1,1,1,48270
BLR-0396,HSR Layout,2,1214,1,Semi Furnished,9,0.2,1,0,49001
BLR-0397,Jayanagar,3,1569,3,Unfurnished,5,0.9,1,1,61228
BLR-0398,Sarjapur Road,3,1473,3,Semi Furnished,11,2.9,1,1,46411
BLR-0399,Yelahanka,3,1747,4,Fully Furnished,13,2.8,0,0,41682
BLR-0400,Marathahalli,1,676,1,Fully Furnished,1,6.1,1,1,30234
BLR-0401,Whitefield,2,1065,3,Semi Furnished,8,2.2,0,1,38192
BLR-0402,HSR Layout,2,1155,2,Unfurnished,0,1.7,0,1,46044
BLR-0403,Marathahalli,2,1108,2,Semi Furnished,10,3.6,1,1,41673
BLR-0404,Banashankari,2,1057,1,Semi Furnished,7,3.9,1,1,33822
BLR-0405,Koramangala,2,1178,2,Unfurnished,8,4.0,1,0,36017
BLR-0406,Hebbal,2,1133,1,Semi Furnished,5,4.3,1,1,38640
BLR-0407,Hebbal,2,1105,2,Semi Furnished,8,1.4,1,1,46713
BLR-0408,Marathahalli,4,1913,5,Semi Furnished,17,5.6,1,1,56367
BLR-0409,Banashankari,4,2045,5,Semi Furnished,11,4.1,1,0,44515
BLR-0410,Electronic City,3,1360,3,Fully Furnished,15,0.5,0,0,36033
BLR-0411,Yelahanka,2,915,2,Semi Furnished,3,1.9,0,0,26787
BLR-0412,Banashankari,3,1578,2,Semi Furnished,0,1.3,1,1,45349
BLR-0413,Sarjapur Road,1,839,2,Semi Furnished,12,2.8,1,0,28214
BLR-0414,HSR Layout,2,1011,3,Unfurnished,14,3.6,0,1,40431
BLR-0415,Marathahalli,4,1870,4,Unfurnished,5,2.5,1,1,51229
BLR-0416,Jayanagar,4,1813,3,Unfurnished,17,0.5,1,1,67697
BLR-0417,Kengeri,2,1101,3,Semi Furnished,3,3.9,1,1,26803
BLR-0418,Jayanagar,2,980,2,Semi Furnished,16,8.7,1,1,38276
BLR-0419,Koramangala,3,1602,3,Semi Furnished,11,0.2,0,0,61893
BLR-0420,Whitefield,2,1214,2,Unfurnished,9,1.7,1,1,41188
BLR-0421,Banashankari,2,1067,2,Unfurnished,19,6.9,1,1,25340
BLR-0422,Koramangala,2,1115,1,Semi Furnished,14,4.4,1,0,50678
BLR-0423,Jayanagar,2,1144,3,Semi Furnished,9,3.1,1,1,42170
BLR-0424,Whitefield,2,1208,3,Fully Furnished,13,3.6,1,1,47055
BLR-0425,Banashankari,1,708,1,Semi Furnished,6,5.4,1,1,26771
BLR-0426,Whitefield,2,1192,2,Fully Furnished,11,1.4,1,1,42842
BLR-0427,Hebbal,4,2093,4,Fully Furnished,18,2.1,0,1,62811
BLR-0428,HSR Layout,3,1672,3,Fully Furnished,13,6.8,1,0,58899
BLR-0429,Jayanagar,2,1240,1,Semi Furnished,6,0.3,1,0,50029
BLR-0430,Electronic City,2,1123,2,Semi Furnished,20,0.3,1,0,26544
BLR-0431,Koramangala,4,1784,4,Semi Furnished,4,3.2,1,0,79239
BLR-0432,Koramangala,2,1267,2,Semi Furnished,3,1.8,0,1,56992
BLR-0433,Hebbal,3,1471,2,Fully Furnished,1,2.7,1,1,48350
BLR-0434,Koramangala,2,1187,1,Semi Furnished,7,2.3,1,1,57673
BLR-0435,Jayanagar,4,2228,4,Unfurnished,19,4.6,0,0,64759
BLR-0436,Koramangala,3,1457,2,Unfurnished,10,4.5,1,1,61140
BLR-0437,Jayanagar,2,1021,1,Unfurnished,16,1.7,1,0,39061
BLR-0438,Marathahalli,3,1587,3,Unfurnished,5,7.3,1,1,46769
BLR-0439,Yelahanka,2,790,2,Semi Furnished,18,0.2,1,0,25703
BLR-0440,Whitefield,1,684,2,Semi Furnished,15,2.4,1,1,29294
BLR-0441,Indiranagar,2,1170,3,Semi Furnished,14,3.2,1,0,53446
BLR-0442,Sarjapur Road,2,1209,2,Semi Furnished,8,4.2,0,1,36738
BLR-0443,Indiranagar,2,1196,2,Unfurnished,6,2.3,1,1,52123
BLR-0444,Electronic City,2,981,1,Fully Furnished,2,1.8,1,1,32003
BLR-0445,Marathahalli,1,599,1,Unfurnished,10,0.2,1,1,26121
BLR-0446,Koramangala,2,1165,2,Semi Furnished,18,4.5,1,1,50376
BLR-0447,Indiranagar,3,1530,2,Unfurnished,11,6.1,1,1,62503
BLR-0448,Whitefield,3,1586,2,Fully Furnished,2,1.9,1,0,60991
BLR-0449,Yelahanka,1,782,1,Semi Furnished,6,3.7,1,1,9679
BLR-0450,Whitefield,3,1583,4,Semi Furnished,16,1.3,1,0,47362
BLR-0451,Hebbal,2,993,3,Semi Furnished,9,1.4,1,1,34855
BLR-0452,Banashankari,2,963,2,Fully Furnished,5,4.7,1,1,35169
BLR-0453,Marathahalli,3,1612,4,Semi Furnished,10,1.9,0,0,48666
BLR-0454,Yelahanka,3,1531,3,Unfurnished,6,3.8,0,0,31372
BLR-0455,Yelahanka,3,1455,2,Unfurnished,2,1.0,0,1,27918
BLR-0456,Indiranagar,3,1493,3,Semi Furnished,1,0.2,1,0,78017
BLR-0457,Whitefield,1,789,1,Semi Furnished,17,3.9,1,1,27676
BLR-0458,Sarjapur Road,3,1697,3,Semi Furnished,12,1.4,1,1,59717
BLR-0459,HSR Layout,2,1119,3,Semi Furnished,10,7.5,1,1,49157
BLR-0460,Whitefield,3,1427,2,Unfurnished,4,3.6,1,1,46934
BLR-0461,Sarjapur Road,2,1124,1,Semi Furnished,11,3.1,1,1,37227
BLR-0462,Jayanagar,2,1234,2,Semi Furnished,2,3.0,1,1,49853
BLR-0463,Whitefield,4,1743,4,Fully Furnished,18,3.3,1,0,59432
BLR-0464,Marathahalli,2,1179,2,Unfurnished,1,1.0,0,1,36407
BLR-0465,Sarjapur Road,3,1536,4,Unfurnished,6,0.4,1,0,44910
BLR-0466,Indiranagar,1,701,1,Fully Furnished,14,7.9,1,0,27590
BLR-0467,Jayanagar,2,1083,2,Semi Furnished,10,6.5,0,1,36582
BLR-0468,Marathahalli,3,1612,3,Unfurnished,3,1.3,1,0,50563
BLR-0469,Yelahanka,2,1120,2,Fully Furnished,4,7.0,1,0,22377
BLR-0470,Jayanagar,2,1135,1,Fully Furnished,1,2.9,1,1,50656
BLR-0471,Indiranagar,1,630,2,Unfurnished,7,4.4,0,0,19122
BLR-0472,Yelahanka,1,894,2,Fully Furnished,5,3.0,0,1,26068
BLR-0473,Yelahanka,3,1522,4,Semi Furnished,8,3.2,1,1,31749
BLR-0474,Electronic City,1,910,1,Semi Furnished,11,0.6,1,1,29228
BLR-0475,Electronic City,2,1139,2,Semi Furnished,14,2.7,1,1,36723
BLR-0476,Marathahalli,2,1159,2,Semi Furnished,8,1.5,0,1,34364
BLR-0477,Yelahanka,2,1097,1,Unfurnished,13,1.9,1,0,26418
BLR-0478,HSR Layout,3,1474,4,Semi Furnished,15,5.1,1,1,51698
BLR-0479,Indiranagar,1,809,1,Unfurnished,19,3.4,1,1,34891
BLR-0480,Banashankari,2,1178,2,Unfurnished,19,0.3,1,1,31335
BLR-0481,Kengeri,3,1382,4,Fully Furnished,18,3.5,0,0,26077
BLR-0482,Koramangala,1,613,1,Semi Furnished,10,3.3,1,1,31636
BLR-0483,Yelahanka,2,1068,2,Unfurnished,1,3.5,1,1,21831
BLR-0484,Banashankari,1,682,1,Semi Furnished,13,5.2,1,0,21731
BLR-0485,Electronic City,3,1686,2,Unfurnished,1,0.9,1,0,28168
BLR-0486,Marathahalli,4,1952,4,Semi Furnished,17,3.0,1,1,59944
BLR-0487,Jayanagar,1,766,2,Fully Furnished,10,4.6,0,1,38200
BLR-0488,Banashankari,2,1073,2,Unfurnished,13,0.2,1,1,28420
BLR-0489,Hebbal,1,766,1,Semi Furnished,1,1.8,0,1,33450
BLR-0490,Electronic City,2,944,1,Unfurnished,8,3.8,0,1,19366
BLR-0491,Hebbal,3,1478,3,Fully Furnished,9,0.2,1,1,55634
BLR-0492,Sarjapur Road,2,1144,1,Semi Furnished,9,4.9,1,0,36345
BLR-0493,Yelahanka,1,823,1,Fully Furnished,10,0.2,0,1,22408
BLR-0494,Koramangala,2,1195,3,Semi Furnished,13,0.8,1,1,59265
BLR-0495,Sarjapur Road,3,1690,3,Fully Furnished,16,2.5,0,0,56806
BLR-0496,Jayanagar,1,695,2,Semi Furnished,6,0.6,1,0,37440
BLR-0497,Jayanagar,3,1584,4,Semi Furnished,18,5.6,1,1,55979
BLR-0498,HSR Layout,2,1065,2,Semi Furnished,11,3.4,1,1,40085
BLR-0499,Koramangala,1,713,1,Fully Furnished,8,0.2,1,0,46895
BLR-0500,Yelahanka,1,795,1,Fully Furnished,20,2.3,0,1,19532
BLR-0501,Indiranagar,3,1354,4,Unfurnished,1,0.2,1,0,55906
BLR-0502,Banashankari,1,692,1,Unfurnished,0,2.3,0,1,14391
BLR-0503,HSR Layout,1,617,2,Unfurnished,9,4.3,0,1,21811
BLR-0504,Sarjapur Road,3,1466,3,Semi Furnished,19,4.2,0,1,40805
BLR-0505,Whitefield,1,589,2,Semi Furnished,20,4.9,0,1,19637
BLR-0506,Whitefield,2,1084,2,Unfurnished,15,0.2,1,1,33281
BLR-0507,Electronic City,2,1172,2,Fully Furnished,3,0.2,1,0,37280
BLR-0508,Marathahalli,2,1026,1,Semi Furnished,19,4.0,1,1,30743
BLR-0509,Sarjapur Road,3,1638,3,Semi Furnished,14,4.1,0,1,53076
BLR-0510,Marathahalli,2,1285,2,Semi Furnished,20,2.4,1,1,40911
BLR-0511,Marathahalli,3,1699,3,Semi Furnished,12,3.1,1,1,54037
BLR-0512,Sarjapur Road,3,1562,3,Semi Furnished,4,1.8,1,1,53427
BLR-0513,Jayanagar,2,1226,3,Semi Furnished,13,3.5,1,1,48335
BLR-0514,Banashankari,2,1293,2,Semi Furnished,12,5.0,1,1,35453
BLR-0515,HSR Layout,2,1283,3,Semi Furnished,15,3.2,1,1,45996
BLR-0516,Hebbal,3,1428,4,Semi Furnished,10,2.9,1,1,49057
BLR-0517,Kengeri,2,1294,3,Fully Furnished,12,0.2,1,0,32623
BLR-0518,Yelahanka,2,1401,2,Semi Furnished,8,2.4,1,1,31555
BLR-0519,Hebbal,3,1644,2,Fully Furnished,2,2.7,1,1,49133
BLR-0520,Yelahanka,3,1478,4,Fully Furnished,18,0.2,1,1,45123
BLR-0521,Electronic City,2,1122,2,Unfurnished,19,3.8,1,1,23296
BLR-0522,Sarjapur Road,2,1055,2,Semi Furnished,3,3.4,1,1,47048
BLR-0523,Indiranagar,2,1122,2,Unfurnished,16,7.3,0,0,40753
BLR-0524,HSR Layout,2,1230,2,Semi Furnished,1,3.4,1,1,46759
BLR-0525,HSR Layout,1,712,1,Unfurnished,5,4.4,1,1,33281
BLR-0526,Jayanagar,4,2088,4,Semi Furnished,13,4.1,1,1,77820
BLR-0527,Sarjapur Road,2,1016,1,Fully Furnished,19,0.2,1,1,37718
BLR-0528,Kengeri,2,1167,1,Semi Furnished,6,2.6,1,1,28431
BLR-0529,Hebbal,3,1350,4,Semi Furnished,3,1.1,1,1,52706
BLR-0530,Banashankari,3,1748,2,Semi Furnished,16,2.3,1,0,43433
BLR-0531,Marathahalli,2,1113,2,Unfurnished,4,7.5,1,1,33210
BLR-0532,Hebbal,2,1049,2,Unfurnished,16,0.3,1,1,34436
BLR-0533,Banashankari,2,1029,2,Unfurnished,19,4.3,1,1,22702
BLR-0534,HSR Layout,1,803,2,Fully Furnished,8,1.4,0,0,45982
BLR-0535,Hebbal,2,931,1,Unfurnished,4,2.3,1,1,29514
BLR-0536,Kengeri,1,549,1,Semi Furnished,18,3.3,1,1,18338
BLR-0537,Electronic City,3,1570,3,Semi Furnished,14,2.3,1,0,40668
BLR-0538,Jayanagar,2,1221,2,Unfurnished,1,0.2,1,1,48483
BLR-0539,Koramangala,2,1058,2,Unfurnished,8,2.8,1,1,49001
BLR-0540,HSR Layout,3,1502,3,Unfurnished,4,1.1,1,0,55312
BLR-0541,Yelahanka,2,1347,2,Semi Furnished,16,0.7,0,0,30924
BLR-0542,Sarjapur Road,1,755,2,Fully Furnished,2,4.9,1,1,38192
BLR-0543,Jayanagar,1,721,1,Unfurnished,19,1.0,1,1,33803
BLR-0544,Koramangala,2,1312,2,Fully Furnished,12,4.7,0,1,70483
BLR-0545,Electronic City,2,1164,2,Semi Furnished,7,0.2,1,1,30638
BLR-0546,Yelahanka,1,800,1,Semi Furnished,18,2.7,1,1,21648
BLR-0547,Yelahanka,2,1164,2,Fully Furnished,1,3.6,1,1,33335
BLR-0548,Electronic City,2,1327,1,Fully Furnished,16,4.0,0,1,38729
BLR-0549,Whitefield,4,1997,4,Fully Furnished,20,2.2,1,0,68124
BLR-0550,Electronic City,1,735,2,Semi Furnished,3,3.5,1,1,26757
BLR-0551,Electronic City,1,1062,1,Semi Furnished,17,1.5,1,1,29079
BLR-0552,Marathahalli,2,1208,1,Semi Furnished,6,3.9,1,0,29402
BLR-0553,Whitefield,4,1845,5,Unfurnished,20,6.0,1,1,64855
BLR-0554,Kengeri,1,557,1,Semi Furnished,4,0.8,1,1,18721
BLR-0555,Whitefield,2,1089,3,Semi Furnished,16,1.0,1,0,37959
BLR-0556,Hebbal,3,1678,3,Semi Furnished,3,3.7,1,1,48943
BLR-0557,Marathahalli,2,1065,2,Fully Furnished,15,1.2,0,1,42843
BLR-0558,Sarjapur Road,3,1695,3,Semi Furnished,14,3.3,0,0,45425
BLR-0559,Jayanagar,2,1162,2,Unfurnished,16,5.5,1,0,39640
BLR-0560,Marathahalli,3,1552,3,Semi Furnished,14,5.9,1,1,53521
BLR-0561,Kengeri,2,1205,2,Semi Furnished,10,2.9,1,1,25755
BLR-0562,Electronic City,3,1474,3,Unfurnished,12,1.6,1,0,29749
BLR-0563,Sarjapur Road,2,1207,1,Fully Furnished,12,4.7,1,0,39239
BLR-0564,Jayanagar,3,1356,3,Semi Furnished,1,2.1,1,0,51573
BLR-0565,Electronic City,3,1766,2,Semi Furnished,20,3.6,1,1,43275
BLR-0566,Banashankari,2,1069,2,Unfurnished,20,4.6,1,1,27883
BLR-0567,Electronic City,2,1301,2,Unfurnished,20,1.0,0,1,25850
BLR-0568,Hebbal,2,930,2,Unfurnished,4,5.1,1,1,30773
BLR-0569,Hebbal,2,1092,2,Fully Furnished,11,4.9,1,1,43889
BLR-0570,Banashankari,1,924,1,Unfurnished,5,1.1,1,0,18316
BLR-0571,Jayanagar,4,1923,4,Fully Furnished,18,2.9,0,1,72955
BLR-0572,Electronic City,3,1649,3,Semi Furnished,13,3.6,0,0,36394
BLR-0573,Hebbal,3,1673,4,Unfurnished,11,1.0,1,1,53212
BLR-0574,Jayanagar,2,999,2,Semi Furnished,11,4.9,1,0,34110
BLR-0575,Banashankari,2,998,1,Semi Furnished,6,5.3,1,1,30442
BLR-0576,Electronic City,1,790,1,Semi Furnished,1,5.9,1,0,15652
BLR-0577,Whitefield,2,884,3,Semi Furnished,11,4.0,1,1,45040
BLR-0578,Banashankari,2,1065,2,Unfurnished,4,6.8,1,1,25655
BLR-0579,Yelahanka,2,1239,2,Semi Furnished,16,2.0,1,0,30639
BLR-0580,Kengeri,2,1088,2,Semi Furnished,2,6.1,1,1,27850
BLR-0581,Sarjapur Road,2,1064,2,Fully Furnished,12,4.4,1,1,35031
BLR-0582,Whitefield,4,2010,3,Unfurnished,10,6.3,1,1,59124
BLR-0583,Indiranagar,3,1345,3,Semi Furnished,13,1.5,1,0,60680
BLR-0584,Yelahanka,2,1227,2,Semi Furnished,7,2.9,1,0,32182
BLR-0585,HSR Layout,4,1864,4,Semi Furnished,2,2.4,1,1,69750
BLR-0586,Electronic City,3,1551,3,Semi Furnished,10,1.9,0,1,30757
BLR-0587,Kengeri,3,1362,3,Fully Furnished,1,0.2,1,1,39710
BLR-0588,Hebbal,3,1226,3,Fully Furnished,6,0.9,1,1,45547
BLR-0589,Koramangala,1,492,1,Unfurnished,4,0.3,0,1,34614
BLR-0590,Electronic City,4,1999,5,Unfurnished,5,3.8,1,0,48339
BLR-0591,Jayanagar,3,1568,4,Semi Furnished,2,4.5,1,0,59012
BLR-0592,Sarjapur Road,2,1125,2,Fully Furnished,8,5.6,1,1,42442
BLR-0593,Sarjapur Road,1,824,1,Unfurnished,5,0.9,1,1,25992
BLR-0594,Koramangala,2,1068,2,Semi Furnished,14,0.2,0,1,56526
BLR-0595,Yelahanka,2,1331,1,Unfurnished,20,5.2,0,1,22319
BLR-0596,HSR Layout,1,600,1,Unfurnished,13,5.0,0,1,26064
BLR-0597,Hebbal,3,1485,3,Semi Furnished,11,5.4,1,1,48694
BLR-0598,Electronic City,1,720,1,Unfurnished,0,6.9,1,1,17284
BLR-0599,Yelahanka,2,1105,2,Fully Furnished,8,1.0,0,1,37727
BLR-0600,Marathahalli,2,1184,2,Semi Furnished,19,1.9,1,0,27940
BLR-0601,Banashankari,2,1042,2,Unfurnished,18,1.2,0,1,22539
BLR-0602,Marathahalli,2,1057,3,Fully Furnished,2,3.9,1,1,40408
BLR-0603,Hebbal,2,941,2,Semi Furnished,7,3.0,1,1,36697
BLR-0604,Electronic City,2,1061,2,Semi Furnished,4,0.7,1,1,32108
BLR-0605,Sarjapur Road,2,1113,2,Semi Furnished,4,5.2,0,1,32424
BLR-0606,Marathahalli,1,804,1,Semi Furnished,1,0.2,1,1,33352
BLR-0607,Sarjapur Road,3,1475,2,Fully Furnished,10,2.5,1,0,53614
BLR-0608,Electronic City,3,1454,4,Semi Furnished,3,1.1,1,1,39826
BLR-0609,Whitefield,2,1062,2,Semi Furnished,17,5.0,1,1,39150
BLR-0610,Electronic City,3,1585,3,Semi Furnished,15,4.0,1,1,27818
BLR-0611,Banashankari,3,1688,2,Fully Furnished,18,2.6,1,0,46849
BLR-0612,Hebbal,2,1080,3,Unfurnished,20,2.8,1,1,31897
BLR-0613,Sarjapur Road,3,1576,3,Semi Furnished,12,1.7,0,1,56203
BLR-0614,Jayanagar,3,1491,3,Fully Furnished,9,4.4,1,1,69485
BLR-0615,Yelahanka,3,1543,4,Semi Furnished,13,3.1,1,0,34634
BLR-0616,Indiranagar,2,1309,2,Semi Furnished,4,2.5,1,0,59380
BLR-0617,Koramangala,2,1163,2,Semi Furnished,19,0.3,1,1,55165
BLR-0618,HSR Layout,2,998,3,Unfurnished,7,1.1,1,1,37471
BLR-0619,Banashankari,2,991,2,Semi Furnished,6,0.7,1,0,25691
BLR-0620,Sarjapur Road,2,1141,2,Unfurnished,7,0.2,1,0,37096
BLR-0621,Jayanagar,1,832,2,Unfurnished,8,4.0,0,0,24488
BLR-0622,Whitefield,2,1227,2,Unfurnished,2,3.1,1,1,40006
BLR-0623,Hebbal,3,1614,4,Unfurnished,7,5.2,1,1,45734
BLR-0624,Hebbal,2,1253,3,Semi Furnished,6,2.5,1,0,34452
BLR-0625,Marathahalli,3,1643,3,Semi Furnished,1,3.4,0,1,53907
BLR-0626,Sarjapur Road,1,668,1,Semi Furnished,15,5.4,1,1,26881
BLR-0627,Yelahanka,2,1148,2,Fully Furnished,13,2.2,1,1,30944
BLR-0628,Indiranagar,2,1052,2,Unfurnished,19,1.8,1,1,45804
BLR-0629,Electronic City,2,1066,2,Semi Furnished,7,4.4,0,1,27717
BLR-0630,Banashankari,1,789,1,Fully Furnished,0,0.2,1,1,38521
BLR-0631,Indiranagar,2,1036,1,Unfurnished,6,3.8,1,1,39794
BLR-0632,Jayanagar,3,1437,3,Fully Furnished,18,2.9,0,1,56755
BLR-0633,Banashankari,3,1484,3,Fully Furnished,7,3.0,0,1,51660
BLR-0634,Indiranagar,2,1358,2,Semi Furnished,18,3.5,0,1,59603
BLR-0635,Sarjapur Road,2,1140,1,Semi Furnished,17,2.3,1,1,42267
BLR-0636,Indiranagar,3,1593,4,Unfurnished,1,5.8,1,1,75653
BLR-0637,Jayanagar,3,1544,4,Unfurnished,6,0.2,0,1,51158
BLR-0638,Whitefield,3,1604,3,Fully Furnished,12,1.9,1,0,56513
BLR-0639,Banashankari,1,875,1,Semi Furnished,3,6.2,1,1,27100
BLR-0640,HSR Layout,2,1074,2,Semi Furnished,7,0.2,1,1,46667
BLR-0641,Sarjapur Road,3,1317,2,Semi Furnished,12,0.7,0,1,49340
BLR-0642,Sarjapur Road,2,1090,2,Fully Furnished,2,1.8,1,1,51333
BLR-0643,Whitefield,3,1581,3,Fully Furnished,18,1.1,1,1,60204
BLR-0644,Whitefield,2,927,2,Semi Furnished,3,2.2,0,1,41800
BLR-0645,Electronic City,2,1146,2,Semi Furnished,4,6.9,1,1,29722
BLR-0646,Koramangala,2,1400,1,Fully Furnished,13,0.3,1,1,67533
BLR-0647,Yelahanka,2,1241,3,Semi Furnished,13,2.2,0,1,37683
BLR-0648,Sarjapur Road,4,1951,4,Fully Furnished,8,3.0,1,0,65515
BLR-0649,Koramangala,2,1019,3,Fully Furnished,10,1.4,0,1,64937
BLR-0650,Electronic City,2,1101,2,Fully Furnished,4,0.2,0,1,30936
BLR-0651,HSR Layout,2,1185,2,Unfurnished,2,0.2,0,0,46671
BLR-0652,Indiranagar,2,1245,2,Unfurnished,4,5.7,1,0,49873
BLR-0653,HSR Layout,3,1633,2,Semi Furnished,1,3.4,0,1,60633
BLR-0654,Electronic City,2,1049,1,Unfurnished,6,4.7,0,1,20231
BLR-0655,Kengeri,2,1226,2,Unfurnished,14,8.0,1,1,24714
BLR-0656,Electronic City,3,1722,4,Semi Furnished,15,1.3,1,1,41688
BLR-0657,Whitefield,1,1013,1,Unfurnished,10,6.3,1,1,30544
BLR-0658,Sarjapur Road,2,1195,2,Semi Furnished,6,3.9,1,0,44313
BLR-0659,Indiranagar,3,1589,2,Semi Furnished,20,4.9,1,0,65873
BLR-0660,Indiranagar,1,856,2,Semi Furnished,16,3.3,1,0,40271
BLR-0661,Sarjapur Road,2,1428,3,Semi Furnished,6,1.8,1,1,46368
BLR-0662,Sarjapur Road,4,1914,3,Semi Furnished,19,1.4,1,1,59149
BLR-0663,Kengeri,2,1121,2,Unfurnished,8,3.7,1,1,20167
BLR-0664,Banashankari,2,1205,3,Semi Furnished,14,3.7,1,1,39101
BLR-0665,HSR Layout,1,918,2,Unfurnished,19,2.0,1,1,30542
BLR-0666,Yelahanka,1,681,1,Fully Furnished,12,3.2,1,1,21925
BLR-0667,Marathahalli,2,1278,2,Fully Furnished,10,6.3,1,1,39853
BLR-0668,HSR Layout,2,1201,2,Fully Furnished,13,1.9,1,0,47842
BLR-0669,Indiranagar,3,1300,3,Unfurnished,18,2.0,1,1,64278
BLR-0670,Electronic City,2,1081,2,Semi Furnished,6,1.5,1,1,34051
BLR-0671,Koramangala,2,897,2,Unfurnished,5,5.2,1,1,42855
BLR-0672,Koramangala,3,1398,4,Unfurnished,10,5.1,1,1,56547
BLR-0673,Indiranagar,2,1122,3,Semi Furnished,2,2.2,1,1,58855
BLR-0674,Hebbal,2,918,2,Unfurnished,2,4.6,0,1,29247
BLR-0675,Whitefield,3,1590,3,Semi Furnished,3,4.2,0,1,52328
